champion,item_name,pick_count,win_rate
그웬,추적자의 팔목 보호대,80,65.0
그웬,부서진 팔목 보호대,79,60.76
그웬,역병의 보석,70,45.71
그웬,도란의 방패,65,47.69
그웬,단검,62,40.32
그웬,기괴한 가면,54,33.33
그웬,핏빛 저주,45,64.44
그웬,점화석,44,56.82
그웬,마법공학 총검,37,56.76
그웬,천 갑옷,35,60.0
그웬,루비 수정,29,34.48
그웬,광휘의 검,28,50.0
그웬,리치베인,27,59.26
그웬,우주의 추진력,26,73.08
그웬,빛나는 티끌,26,42.31
그웬,밴시의 장막,21,76.19
그웬,무덤꽃,19,73.68
그웬,마법무효화의 망토,16,31.25
그웬,메자이의 영혼약탈자,16,93.75
그웬,약간 신비한 신발,12,33.33
그웬,신속의 장화,12,66.67
그웬,악의,11,72.73
그웬,모렐로노미콘,10,70.0
나르,삼위일체,1881,51.62
나르,판금 장화,1378,51.96
나르,칠흑의 양날 도끼,1145,52.23
나르,도란의 검,1007,50.05
나르,스테락의 도전,620,59.52
나르,헤르메스의 발걸음,593,48.4
나르,루비 수정,428,46.73
나르,충전형 물약,337,41.25
나르,도란의 방패,316,41.46
나르,마법사의 최후,305,49.51
나르,탐식의 망치,274,43.43
나르,땅굴 채굴기,273,52.38
나르,곡괭이,254,48.03
나르,란두인의 예언,235,51.06
나르,음전자 망토,215,53.02
나르,제어 와드,194,57.73
나르,롱소드,177,32.77
나르,파수꾼의 갑옷,173,58.38
나르,처형인의 대검,159,57.23
나르,곡궁,133,45.86
나르,거인의 허리띠,100,57.0
나르,점화석,86,60.47
나르,천 갑옷,85,37.65
나르,마법무효화의 망토,83,46.99
나르,장화,82,28.05
나르,선체파괴자,76,63.16
나르,신속의 장화,73,54.79
나르,덤불 조끼,65,43.08
나르,쇼진의 창,63,52.38
나르,단검,63,44.44
나르,온기가 필요한 자의 도끼,62,24.19
나르,빛나는 티끌,61,32.79
나르,가시 갑옷,42,61.9
나르,해신 작쇼,41,63.41
나르,마법공학 총검,38,60.53
나르,쇠사슬 조끼,33,45.45
나르,대자연의 힘,31,45.16
나르,강철 인장,30,53.33
나르,수확의 낫,29,34.48
나르,비상의 월갑,28,53.57
나르,경계,28,60.71
나르,케이닉 루컨,27,59.26
나르,밴들파이프,26,38.46
나르,수호 천사,26,50.0
나르,광휘의 검,25,24.0
나르,화공 펑크 사슬검,24,62.5
나르,발걸음 분쇄기,21,42.86
나르,맬모셔스의 아귀,21,38.1
나르,B.F. 대검,17,64.71
나르,콜필드의 전투 망치,15,46.67
나르,주문포식자,15,40.0
나르,원형질 안전벨트,14,57.14
나르,몰락한 왕의 검,13,46.15
나르,망령의 두건,10,60.0
나서스,삼위일체,190,45.26
나서스,명석함의 아이오니아 장화,152,51.32
나서스,얼어붙은 심장,126,50.79
나서스,정령의 형상,104,52.88
나서스,도란의 방패,99,43.43
나서스,헤르메스의 발걸음,79,40.51
나서스,얼어붙은 건틀릿,61,62.3
나서스,얼음 방패,49,51.02
나서스,도란의 반지,48,39.58
나서스,판금 장화,40,52.5
나서스,가시 갑옷,35,57.14
나서스,루비 수정,35,25.71
나서스,덤불 조끼,35,48.57
나서스,천 갑옷,34,41.18
나서스,광휘의 검,33,27.27
나서스,파수꾼의 갑옷,30,46.67
나서스,충전형 물약,28,21.43
나서스,제어 와드,28,46.43
나서스,쇠사슬 조끼,27,48.15
나서스,요우무의 유령검,25,56.0
나서스,도란의 검,25,64.0
나서스,거인의 허리띠,24,20.83
나서스,마법무효화의 망토,24,29.17
나서스,망령의 두건,23,56.52
나서스,원형질 안전벨트,21,71.43
나서스,란두인의 예언,20,55.0
나서스,대자연의 힘,18,38.89
나서스,신속의 장화,17,41.18
나서스,음전자 망토,17,41.18
나서스,점화석,16,43.75
나서스,슈렐리아의 군가,15,33.33
나서스,장화,13,15.38
나서스,해신 작쇼,12,50.0
나서스,롱소드,12,41.67
나서스,빛나는 티끌,11,54.55
나서스,망자의 갑옷,10,60.0
나서스,밴들파이프,10,60.0
나서스,비상의 월갑,10,60.0
나피리,월식,34,52.94
나피리,도란의 검,29,58.62
나피리,명석함의 아이오니아 장화,24,62.5
나피리,밤의 끝자락,23,56.52
나피리,벼락폭풍검,22,50.0
나피리,롱소드,20,50.0
나피리,장화,17,64.71
나피리,칠흑의 양날 도끼,17,29.41
나피리,기회,16,68.75
나피리,세릴다의 원한,16,56.25
나피리,불경한 히드라,14,64.29
나피리,톱날 단검,14,50.0
나피리,독사의 송곳니,13,53.85
나피리,헤르메스의 발걸음,13,38.46
나피리,판금 장화,13,38.46
나피리,충전형 물약,10,70.0
녹턴,발걸음 분쇄기,179,51.4
녹턴,도란의 검,112,54.46
녹턴,헤르메스의 발걸음,105,57.14
녹턴,얼어붙은 심장,85,57.65
녹턴,판금 장화,55,50.91
녹턴,밴들파이프,52,57.69
녹턴,장화,33,30.3
녹턴,충전형 물약,29,48.28
녹턴,얼음 방패,29,34.48
녹턴,루비 수정,26,42.31
녹턴,천 갑옷,26,30.77
녹턴,케이닉 루컨,24,54.17
녹턴,음전자 망토,23,56.52
녹턴,실험적 마공학판,20,60.0
녹턴,몰락한 왕의 검,18,44.44
녹턴,처형인의 대검,18,50.0
녹턴,망령의 두건,17,47.06
녹턴,마법무효화의 망토,15,33.33
녹턴,도란의 방패,15,33.33
녹턴,땅굴 채굴기,15,53.33
녹턴,굶주린 히드라,14,28.57
녹턴,칠흑의 양날 도끼,13,69.23
녹턴,롱소드,13,23.08
녹턴,점화석,12,50.0
니달리,삼위일체,152,52.63
니달리,도란의 검,133,50.38
니달리,판금 장화,90,58.89
니달리,선체파괴자,66,62.12
니달리,갈라진 하늘,50,52.0
니달리,땅굴 채굴기,47,44.68
니달리,헤르메스의 발걸음,39,51.28
니달리,루비 수정,29,55.17
니달리,충전형 물약,26,50.0
니달리,제어 와드,25,60.0
니달리,롱소드,23,47.83
니달리,장화,22,27.27
니달리,처형인의 대검,18,27.78
니달리,쇼진의 창,16,56.25
니달리,신속의 장화,15,46.67
니달리,얼어붙은 건틀릿,14,50.0
니달리,스테락의 도전,12,58.33
니달리,곡괭이,12,66.67
니달리,콜필드의 전투 망치,11,36.36
니달리,존야의 모래시계,10,50.0
니코,마법공학 로켓 벨트,69,56.52
니코,마법사의 신발,60,55.0
니코,도란의 반지,37,45.95
니코,존야의 모래시계,35,57.14
니코,망각의 구,21,57.14
니코,그림자불꽃,17,58.82
니코,증폭의 고서,16,43.75
니코,충전형 물약,16,31.25
니코,암흑의 인장,16,56.25
니코,쓸데없이 큰 지팡이,15,80.0
니코,어둠불꽃 횃불,13,61.54
니코,마법공학 교류 발전기,13,53.85
니코,제어 와드,12,75.0
니코,리안드리의 고통,10,70.0
다리우스,발걸음 분쇄기,819,49.94
다리우스,판금 장화,818,50.37
다리우스,스테락의 도전,622,55.47
다리우스,도란의 검,545,46.97
다리우스,헤르메스의 발걸음,506,46.25
다리우스,쇼진의 창,443,49.21
다리우스,도란의 방패,342,47.95
다리우스,루비 수정,331,43.81
다리우스,망자의 갑옷,329,54.1
다리우스,삼위일체,306,53.27
다리우스,땅굴 채굴기,218,45.41
다리우스,죽음의 무도,210,58.1
다리우스,충전형 물약,206,43.69
다리우스,곡괭이,202,44.55
다리우스,비상의 월갑,168,51.79
다리우스,롱소드,164,39.02
다리우스,대자연의 힘,143,55.94
다리우스,음전자 망토,116,44.83
다리우스,처형인의 대검,111,45.95
다리우스,강철 인장,110,50.0
다리우스,제어 와드,104,46.15
다리우스,쇠사슬 조끼,98,53.06
다리우스,신속의 장화,97,54.64
다리우스,란두인의 예언,90,45.56
다리우스,천 갑옷,80,46.25
다리우스,탐식의 망치,69,23.19
다리우스,맬모셔스의 아귀,69,42.03
다리우스,칠흑의 양날 도끼,64,45.31
다리우스,장화,59,28.81
다리우스,덤불 조끼,47,46.81
다리우스,파수꾼의 갑옷,45,66.67
다리우스,단검,43,25.58
다리우스,콜필드의 전투 망치,42,30.95
다리우스,마법무효화의 망토,40,40.0
다리우스,티아맷,39,28.21
다리우스,정령의 형상,36,66.67
다리우스,주문포식자,35,34.29
다리우스,해신 작쇼,34,61.76
다리우스,케이닉 루컨,34,70.59
다리우스,거인의 허리띠,28,53.57
다리우스,수은 장식띠,27,51.85
다리우스,망령의 두건,25,52.0
다리우스,헤르메스의 시미터,23,65.22
다리우스,열정의 검,23,69.57
다리우스,갈라진 하늘,21,33.33
다리우스,수호 천사,20,60.0
다리우스,B.F. 대검,18,55.56
다리우스,원형질 안전벨트,17,52.94
다리우스,점화석,16,43.75
다리우스,선체파괴자,16,50.0
다리우스,가시 갑옷,14,42.86
다리우스,명석함의 아이오니아 장화,14,57.14
다리우스,온기가 필요한 자의 도끼,13,23.08
다리우스,빛나는 티끌,12,25.0
다리우스,밴들파이프,12,33.33
다리우스,끝없는 갈망,10,80.0
다이애나,마법사의 신발,29,62.07
다이애나,마법공학 로켓 벨트,25,56.0
다이애나,암흑의 인장,25,56.0
다이애나,도란의 반지,22,59.09
다이애나,존야의 모래시계,20,65.0
다이애나,폭풍 쇄도,13,69.23
다이애나,균열 생성기,10,70.0
다이애나,망각의 구,10,40.0
드레이븐,피바라기,204,51.47
드레이븐,광전사의 군화,179,49.72
드레이븐,크라켄 학살자,154,51.95
드레이븐,도란의 검,134,50.75
드레이븐,무한의 대검,126,50.0
드레이븐,고속 연사포,70,51.43
드레이븐,B.F. 대검,45,51.11
드레이븐,곡괭이,37,43.24
드레이븐,징수의 총,25,52.0
드레이븐,롱소드,25,32.0
드레이븐,제어 와드,24,37.5
드레이븐,정찰병의 새총,23,47.83
드레이븐,도미닉 경의 인사,22,45.45
드레이븐,열정의 검,19,42.11
드레이븐,판금 장화,18,55.56
드레이븐,정수 약탈자,15,20.0
드레이븐,온기가 필요한 자의 도끼,13,30.77
드레이븐,흡혈의 낫,13,7.69
드레이븐,톱날 단검,11,45.45
드레이븐,요우무의 유령검,11,63.64
드레이븐,민첩성의 망토,10,50.0
드레이븐,장화,10,20.0
라이즈,영겁의 지팡이,1174,50.94
라이즈,대천사의 포옹,1071,52.47
라이즈,실체화 장비,510,51.18
라이즈,도란의 반지,504,47.22
라이즈,명석함의 아이오니아 장화,378,49.21
라이즈,헤르메스의 발걸음,282,52.84
라이즈,마법사의 신발,259,54.05
라이즈,여신의 눈물,238,38.66
라이즈,증폭의 고서,236,42.37
라이즈,존야의 모래시계,213,55.87
라이즈,사라진 양피지,201,48.26
라이즈,쓸데없이 큰 지팡이,175,54.86
라이즈,판금 장화,160,53.13
라이즈,라바돈의 죽음모자,144,48.61
라이즈,장화,121,30.58
라이즈,방출의 마법봉,120,48.33
라이즈,제어 와드,118,55.93
라이즈,충전형 물약,115,44.35
라이즈,역병의 보석,84,50.0
라이즈,공허의 지팡이,79,48.1
라이즈,부서진 팔목 보호대,79,55.7
라이즈,신속의 장화,75,53.33
라이즈,망각의 구,67,47.76
라이즈,혹한의 손길,61,42.62
라이즈,악마의 마법서,53,32.08
라이즈,추적자의 팔목 보호대,53,66.04
라이즈,사파이어 수정,47,46.81
라이즈,종말의 겨울,39,69.23
라이즈,암흑의 인장,32,62.5
라이즈,천 갑옷,31,51.61
라이즈,얼어붙은 심장,31,54.84
라이즈,대천사의 지팡이,27,62.96
라이즈,빛나는 티끌,21,42.86
라이즈,밴시의 장막,20,55.0
라이즈,루덴의 메아리,19,36.84
라이즈,점화석,16,62.5
라이즈,무덤꽃,14,64.29
라이즈,파수꾼의 갑옷,13,61.54
라이즈,루비 수정,12,25.0
라이즈,모렐로노미콘,12,41.67
라이즈,마법무효화의 망토,11,27.27
라이즈,얼음 방패,11,54.55
라이즈,우주의 추진력,10,50.0
람머스,가시 갑옷,29,65.52
람머스,판금 장화,19,68.42
람머스,도란의 방패,10,60.0
람머스,태양불꽃 방패,10,50.0
럼블,리안드리의 고통,4419,53.61
럼블,도란의 반지,2508,49.72
럼블,핏빛 저주,2070,55.27
럼블,신속의 장화,1505,53.22
럼블,존야의 모래시계,1442,60.82
럼블,마법사의 신발,1318,52.96
럼블,증폭의 고서,1275,46.2
럼블,판금 장화,1009,56.99
럼블,균열 생성기,966,57.66
럼블,쓸데없이 큰 지팡이,887,55.81
럼블,암흑의 인장,886,54.85
럼블,망각의 구,859,52.62
럼블,그림자불꽃,680,54.12
럼블,기괴한 가면,667,46.48
럼블,제어 와드,573,54.1
럼블,충전형 물약,523,42.83
럼블,헤르메스의 발걸음,519,54.14
럼블,부서진 팔목 보호대,511,56.16
럼블,악마의 마법서,435,44.83
럼블,마법공학 로켓 벨트,323,60.99
럼블,추적자의 팔목 보호대,256,58.98
럼블,라바돈의 죽음모자,228,57.46
럼블,마법공학 교류 발전기,189,51.32
럼블,장화,164,24.39
럼블,명석함의 아이오니아 장화,149,53.02
럼블,메자이의 영혼약탈자,120,91.67
럼블,루비 수정,102,43.14
럼블,모렐로노미콘,94,58.51
럼블,역병의 보석,90,50.0
럼블,천 갑옷,86,53.49
럼블,운명의 재,86,25.58
럼블,공허의 지팡이,85,50.59
럼블,방출의 마법봉,82,50.0
럼블,빛나는 티끌,73,56.16
럼블,밴시의 장막,56,64.29
럼블,무덤꽃,49,61.22
럼블,도란의 방패,40,65.0
럼블,라일라이의 수정홀,29,62.07
럼블,신록의 장벽,26,73.08
럼블,심연의 가면,20,65.0
럼블,폭풍 쇄도,17,70.59
럼블,점화석,16,25.0
럼블,마법무효화의 망토,16,43.75
럼블,음전자 망토,15,60.0
럼블,밴들파이프,14,57.14
럼블,지평선의 초점,13,76.92
럼블,란두인의 예언,12,75.0
럼블,거인의 허리띠,11,63.64
레넥톤,판금 장화,2353,51.04
레넥톤,칠흑의 양날 도끼,2070,50.53
레넥톤,월식,1687,50.68
레넥톤,스테락의 도전,1234,57.54
레넥톤,도란의 검,1186,49.58
레넥톤,발걸음 분쇄기,1181,50.13
레넥톤,헤르메스의 발걸음,1129,51.2
레넥톤,쇼진의 창,1119,53.26
레넥톤,도란의 방패,1116,45.52
레넥톤,루비 수정,726,41.87
레넥톤,롱소드,714,41.46
레넥톤,곡괭이,688,48.55
레넥톤,땅굴 채굴기,682,46.63
레넥톤,죽음의 무도,548,60.22
레넥톤,충전형 물약,507,41.22
레넥톤,강철 인장,442,53.85
레넥톤,제어 와드,434,47.7
레넥톤,장화,352,30.68
레넥톤,맬모셔스의 아귀,292,51.03
레넥톤,처형인의 대검,290,50.34
레넥톤,탐식의 망치,269,44.98
레넥톤,콜필드의 전투 망치,265,49.06
레넥톤,천 갑옷,171,46.78
레넥톤,수호 천사,152,60.53
레넥톤,주문포식자,124,54.84
레넥톤,덤불 조끼,115,54.78
레넥톤,점화석,112,35.71
레넥톤,란두인의 예언,110,49.09
레넥톤,끝없는 갈망,103,65.05
레넥톤,B.F. 대검,97,62.89
레넥톤,마법무효화의 망토,96,35.42
레넥톤,티아맷,96,50.0
레넥톤,정령의 형상,79,56.96
레넥톤,음전자 망토,76,48.68
레넥톤,명석함의 아이오니아 장화,69,56.52
레넥톤,몰락한 왕의 검,61,54.1
레넥톤,빛나는 티끌,58,50.0
레넥톤,파수꾼의 갑옷,57,40.35
레넥톤,망령의 두건,50,50.0
레넥톤,단검,48,29.17
레넥톤,갈라진 하늘,47,61.7
레넥톤,거인의 허리띠,43,53.49
레넥톤,불경한 히드라,38,47.37
레넥톤,케이닉 루컨,36,55.56
레넥톤,지크의 융합,35,48.57
레넥톤,화공 펑크 사슬검,29,51.72
레넥톤,가시 갑옷,27,44.44
레넥톤,쇠사슬 조끼,26,53.85
레넥톤,세릴다의 원한,25,64.0
레넥톤,신속의 장화,22,59.09
레넥톤,해신 작쇼,22,50.0
레넥톤,독사의 송곳니,19,47.37
레넥톤,수확의 낫,16,43.75
레넥톤,대자연의 힘,15,40.0
레넥톤,톱날 단검,13,38.46
레넥톤,비상의 월갑,13,46.15
레넥톤,원칙의 원형낫,10,90.0
레넥톤,실험적 마공학판,10,50.0
레넥톤,요새파괴자,10,80.0
레넥톤,요우무의 유령검,10,60.0
렉사이,거대한 히드라,428,54.21
렉사이,쇼진의 창,291,57.73
렉사이,도란의 방패,278,50.0
렉사이,판금 장화,235,62.13
렉사이,땅굴 채굴기,134,52.24
렉사이,헤르메스의 발걸음,125,48.0
렉사이,루비 수정,111,51.35
렉사이,충전형 물약,77,48.05
렉사이,곡괭이,64,45.31
렉사이,스테락의 도전,57,50.88
렉사이,제어 와드,55,56.36
렉사이,약간 신비한 신발,37,35.14
렉사이,장화,35,31.43
렉사이,롱소드,35,31.43
렉사이,선체파괴자,30,56.67
렉사이,정령의 형상,27,51.85
렉사이,맬모셔스의 아귀,24,70.83
렉사이,덤불 조끼,24,50.0
렉사이,란두인의 예언,23,56.52
렉사이,천 갑옷,22,59.09
렉사이,독사의 송곳니,20,40.0
렉사이,도란의 검,19,47.37
렉사이,가시 갑옷,19,73.68
렉사이,망령의 두건,19,57.89
렉사이,처형인의 대검,17,35.29
렉사이,점화석,17,52.94
렉사이,해신 작쇼,16,75.0
렉사이,지배자의 피갑옷,14,64.29
렉사이,마법무효화의 망토,14,42.86
렉사이,강철 인장,13,69.23
렉사이,칠흑의 양날 도끼,13,61.54
렉사이,거인의 허리띠,12,33.33
렉사이,쇠사슬 조끼,11,63.64
렝가,굶주린 히드라,562,52.31
렝가,도란의 검,336,52.08
렝가,신속의 장화,290,56.21
렝가,정수 약탈자,211,54.03
렝가,롱소드,206,43.69
렝가,판금 장화,138,47.1
렝가,밤의 끝자락,121,52.89
렝가,장화,104,46.15
렝가,필멸자의 운명,104,59.62
렝가,제어 와드,91,41.76
렝가,도미닉 경의 인사,85,58.82
렝가,톱날 단검,85,64.71
렝가,기회,81,60.49
렝가,충전형 물약,80,55.0
렝가,독사의 송곳니,76,56.58
렝가,도란의 방패,71,47.89
렝가,최후의 속삭임,62,54.84
렝가,명석함의 아이오니아 장화,58,51.72
렝가,곡괭이,54,64.81
렝가,헤르메스의 발걸음,54,61.11
렝가,민첩성의 망토,47,57.45
렝가,불경한 히드라,42,54.76
렝가,칠흑의 양날 도끼,41,53.66
렝가,콜필드의 전투 망치,38,34.21
렝가,광휘의 검,37,54.05
렝가,처형인의 대검,36,38.89
렝가,요우무의 유령검,30,50.0
렝가,무한의 대검,25,60.0
렝가,B.F. 대검,25,60.0
렝가,땅굴 채굴기,22,45.45
렝가,절정의 화살,21,57.14
렝가,징수의 총,19,63.16
렝가,티아맷,19,36.84
렝가,수호 천사,18,66.67
렝가,얼어붙은 건틀릿,17,64.71
렝가,벼락폭풍검,17,64.71
렝가,루비 수정,16,31.25
렝가,강철 인장,15,60.0
렝가,탐식의 망치,15,40.0
렝가,월식,13,61.54
렝가,마법공학 총검,13,53.85
렝가,죽음의 무도,12,33.33
렝가,점화석,11,27.27
렝가,덤불 조끼,10,50.0
렝가,그림자 검,10,50.0
루시안,정수 약탈자,48,47.92
루시안,도란의 검,37,45.95
루시안,나보리 명멸검,33,57.58
루시안,무한의 대검,23,56.52
루시안,판금 장화,22,77.27
루시안,민첩성의 망토,12,58.33
루시안,장화,11,0.0
루시안,명석함의 아이오니아 장화,10,50.0
룰루,도란의 반지,92,53.26
룰루,신속의 장화,75,60.0
룰루,루덴의 메아리,64,57.81
룰루,밴들파이프,60,55.0
룰루,명석함의 아이오니아 장화,55,54.55
룰루,구원,52,69.23
룰루,불타는 향로,51,68.63
룰루,슈렐리아의 군가,44,59.09
룰루,망각의 구,39,61.54
룰루,제어 와드,31,54.84
룰루,내셔의 이빨,30,63.33
룰루,증폭의 고서,26,38.46
룰루,암흑의 인장,24,62.5
룰루,리치베인,21,76.19
룰루,충전형 물약,21,38.1
룰루,판금 장화,20,65.0
룰루,악마의 마법서,19,68.42
룰루,모렐로노미콘,16,56.25
룰루,에테르 환영,14,35.71
룰루,마법공학 로켓 벨트,14,42.86
룰루,존야의 모래시계,12,66.67
룰루,점화석,11,54.55
룰루,금지된 우상,10,50.0
르블랑,루덴의 메아리,31,58.06
